;pharmacie;lien;adresse;coordonnee;telephone
1076;Pharmacie de la croix d'or;https://www.telecontact.ma/annonceur/pharmacie-de-la-croix-d-or-/0285700/casablanca.php; 139, rue Abou Ishak El Marouni-ex Mt Dore ;33.5858, -7.63842;05 22 25 05 77 
1077;Pharmacie de la guérison;https://www.telecontact.ma/annonceur/pharmacie-de-la-gu-rison-/3031142/casablanca.php; hay Nassim, imm. 137 n°1;33.52056771911235, -7.659155170150029;05 22 91 54 76 
1078;Pharmacie de la poste;https://www.telecontact.ma/annonceur/pharmacie-de-la-poste-/0297000/casablanca.php; 53, bd de Paris ;33.592610683341086, -7.61784361883567;05 22 22 26 83 
1079;Pharmacie de la victoire;https://www.telecontact.ma/annonceur/pharmacie-de-la-victoire-/0299400/casablanca.php; pl. de la Victoire ;33.58931487094169, -7.608202151948967;05 22 30 93 64 
1080;Pharmacie derb Takadoum;https://www.telecontact.ma/annonceur/pharmacie-derb-takadoum-/2171593/casablanca.php; hay Takadoum, rue 26 n°5;33.583435822175055, -7.565299248477231;05 22 61 31 10 
1081;Pharmacie des Abattoirs;https://www.telecontact.ma/annonceur/pharmacie-des-abattoirs-/0280000/casablanca.php; 78, rue Abou Bakr El Wahrani ;33.59301593943406, -7.578939713088642;05 22 62 56 51 
1082;Pharmacie des Acacias;https://www.telecontact.ma/annonceur/pharmacie-des-acacias-/2207472/casablanca.php; 76, bd Batali Med Ben Mekki-ex Gergovie ;33.599795716079136, -7.577660733699645;05 22 24 81 81 
1083;Pharmacie des Amis;https://www.telecontact.ma/annonceur/pharmacie-des-amis-/2207900/casablanca.php; 12, rue de Guise 4, Lotiss. Bahmad;33.59729041519898, -7.584902794041131;05 22 40 40 20 
1084;Pharmacie des Anges;https://www.telecontact.ma/annonceur/pharmacie-des-anges-/3266934/casablanca.php; quartier Oulad Taleb, rue10 n°9 résid. Sans Pareil Majorelle;33.53784284460214, -7.612432164575921;05 22 21 88 86 
1085;Pharmacie des Archers;https://www.telecontact.ma/annonceur/pharmacie-des-archers-/0282100/casablanca.php; 1, avenue Lalla Yacout ;33.591846486477955, -7.616040987816543;05 22 20 34 90 
1086;Pharmacie des Auto-Routes;https://www.telecontact.ma/annonceur/pharmacie-des-auto-routes-/2171572/casablanca.php; 1, rue Jabal Habri (Antaria I) ;33.580065340834864, -7.554341511403483;05 22 60 91 63 
1087;Pharmacie des Champions;https://www.telecontact.ma/annonceur/pharmacie-des-chandions-/2131101/casablanca.php; 140, rue Brahim Nakhai - ex Mont Cinto ;33.58142567411888, -7.6436645611500245;05 22 23 78 41 
1088;Pharmacie des Citronniers;https://www.telecontact.ma/annonceur/pharmacie-des-citronniers-/3264955/casablanca.php; 29 Bis, allée des Citronniers ;33.60928071158181, -7.527660167459089;05 22 34 46 70 
1089;Pharmacie des Cygnes;https://www.telecontact.ma/annonceur/pharmacie-des-cygnes-/2171616/casablanca.php; 256, route de l' Oasis ;33.559630842403635, -7.629720818384579;05 22 98 85 17 
1090;Pharmacie des Dalias;https://www.telecontact.ma/annonceur/pharmacie-des-dalias-/2206184/casablanca.php; 492 Bis, bd Panoramique ;33.5495, -7.61796;05 22 52 75 60 
1091;Pharmacie des Electriciens;https://www.telecontact.ma/annonceur/pharmacie-des-electriciens-/0286800/casablanca.php; 223, av des Forces Armées Royales ;33.596485188769485, -7.603963182478794;05 22 30 45 13 
1092;Pharmacie des Facultés;https://www.telecontact.ma/annonceur/pharmacie-des-facult-s-/1400200/casablanca.php; 94, bd Moulay Idriss 1er ;33.572079630, -7.625240640;05 22 86 23 01 
1093;Pharmacie des Habous;https://www.telecontact.ma/annonceur/pharmacie-des-habous-/2181932/casablanca.php; 73, bd Victor Hugo ;33.5789, -7.60753;05 22 44 93 38 
1094;Pharmacie des Halles;https://www.telecontact.ma/annonceur/pharmacie-des-halles-/0290600/casablanca.php; 87, rue Mohamed Radi Slaoui -ex Soissons ;33.5898, -7.59621;05 22 24 61 79 
1095;Pharmacie des Lilas;https://www.telecontact.ma/annonceur/pharmacie-des-lilas-/1400700/casablanca.php; 4 Bis, rue Arrachati - ex Réaumur, bd Abdelmoumen;33.5794, -7.62463;05 22 27 65 80 
1096;Pharmacie des Mausolées;https://www.telecontact.ma/annonceur/pharmacie-des-mausol-es-/3033667/casablanca.php; 30, rue Mausole, 1°ét. n°30;33.5726, -7.61854;05 22 86 28 99 
1097;Pharmacie des Oudayas;https://www.telecontact.ma/annonceur/pharmacie-des-oudayas-/1422600/casablanca.php; rue des Thermes ang. rue Loudayas;33.58875611971857, -7.577048710748631;05 22 61 30 26 
1098;Pharmacie des Parcs;https://www.telecontact.ma/annonceur/pharmacie-des-parcs-/3005310/casablanca.php; 2, allée des Parcs (Aïn Sebâa) ;33.61161170441122, -7.540761020967878;05 22 66 43 27 
1099;Pharmacie des Prêles;https://www.telecontact.ma/annonceur/pharmacie-des-pr-les-/2110265/casablanca.php; 18, rue Brahim Nakhai - ex Mont Cinto ;33.5777, -7.6394;05 22 23 40 33 
1100;Pharmacie des Saisons;https://www.telecontact.ma/annonceur/pharmacie-des-saisons-/2204418/casablanca.php; 14, avenue Lhoussine Assoussi, résid. Ochor;33.5816, -7.53573;05 22 71 24 74 
1101;Pharmacie des Sciences;https://www.telecontact.ma/annonceur/pharmacie-des-sciences-/3097018/casablanca.php; route d' El jadida, c. com. Alaimoune II;33.54525995217177, -7.659611145682561;05 22 99 48 14 
1102;Pharmacie des Stades;https://www.telecontact.ma/annonceur/pharmacie-des-stades-/0299000/casablanca.php; 50, rue El Fourat-ex Roncevaux ;33.5801, -7.6405;05 22 25 49 25 
1103;Pharmacie des Troenes;https://www.telecontact.ma/annonceur/pharmacie-des-troenes-/3087149/casablanca.php; 38, allée des Troènes, Lajiri III;33.60688615075496, -7.541978073083379;05 22 66 54 71 
1104;Pharmacie des Universites;https://www.telecontact.ma/annonceur/pharmacie-des-universites-/3299516/casablanca.php; quartier Lissasfa (route d'El Jadida), résid. Bayt AlMaarifa;33.54063987853651, -7.659120779015325;05 22 99 51 94 
1105;Pharmacie des Urgences;https://www.telecontact.ma/annonceur/pharmacie-des-urgences-/1535400/casablanca.php; hay El Osra rue 1, lot.52 Ain Chok;33.5369714906027, -7.585847045011747;05 22 21 72 41 
1106;Pharmacie des clubs;https://www.telecontact.ma/annonceur/pharmacie-des-clubs-/1563400/casablanca.php; 18, rue Ennasrine-ex Glaieuls ;33.5676, -7.64849;05 22 36 26 32 
1107;Pharmacie des consulats;https://www.telecontact.ma/annonceur/pharmacie-des-consulats-/0285300/casablanca.php; 81 Bis, bd Moulay Youssef ;33.5954, -7.63034;05 22 26 24 18 
1108;Pharmacie des enfants;https://www.telecontact.ma/annonceur/pharmacie-des-enfants-/2142887/casablanca.php; 34, rue Ibn Jahir -ex Taravo ;33.6015, -7.64416;05 22 20 90 44 
1109;Pharmacie des familles;https://www.telecontact.ma/annonceur/pharmacie-des-familles-/0288600/casablanca.php; rue Normandie ang. Imam Tabarani;33.583529585717116, -7.639990008303193;05 22 25 05 60 
1110;Pharmacie des générations;https://www.telecontact.ma/annonceur/pharmacie-des-g-n-rations-/2169891/casablanca.php; 53, rue Jaber ben Hayane -ex Verlet-Hanus ;33.5959784513824, -7.6276091293944415;05 22 20 73 33 
1111;Pharmacie des papillons;https://www.telecontact.ma/annonceur/pharmacie-des-papillons-/3084720/casablanca.php; 36, rue du Chasseur Jules Gros ;33.558020807248155, -7.6415067624299935;05 22 25 69 83 
1112;Pharmacie des principautés;https://www.telecontact.ma/annonceur/pharmacie-des-principaut-s-/3116835/casablanca.php; lot. El Azhar, mag. 15 bloc 11 lot. B2 tranche Sevam;33.59846821423104, -7.482810592433225;05 22 76 76 98 
1113;Pharmacie des écoles;https://www.telecontact.ma/annonceur/pharmacie-des-coles-/0286600/casablanca.php; 12, avenue Hassan II ;33.594030378819234, -7.618470708575144;05 22 27 53 11 
1114;Pharmacie du 15 Ramadan;https://www.telecontact.ma/annonceur/pharmacie-du-15-ramadan-/2149416/casablanca.php; lot. le Comptoir (Ben Jdia) 161, bloc F;33.58726122850759, -7.608461692504888;05 22 45 25 21 
1115;Pharmacie du 2 Mars;https://www.telecontact.ma/annonceur/pharmacie-du-2-mars-/0286300/casablanca.php; 575, avenue du Deux Mars ;33.543273510, -7.601966280;05 22 28 57 84 
1116;Pharmacie du 20 Août;https://www.telecontact.ma/annonceur/pharmacie-du-20-ao-t-/1614600/casablanca.php; 17, rue Lahcen El Arjoune -ex Dalton, q. des hôpitaux;33.5749, -7.61779;05 22 86 38 92 
1117;Pharmacie du Bélvédère;https://www.telecontact.ma/annonceur/pharmacie-du-b-lv-d-re-/0283100/casablanca.php; 13, rue de Sijilmassa ;33.59476768207077, -7.593570620961508;05 22 24 26 43 
1118;Pharmacie du Caducée;https://www.telecontact.ma/annonceur/pharmacie-du-caduc-e-/0284000/casablanca.php; 337, bd Mohammed V ;33.59345757986598, -7.604312698647989;05 22 30 30 82 
1119;Pharmacie du Caf;https://www.telecontact.ma/annonceur/pharmacie-du-caf-/2148730/casablanca.php; 1, rue Oukhouane - ex Capit. Portalis ;33.56564156389503, -7.647476216737816;05 22 39 89 73 
1120;Pharmacie du Caire;https://www.telecontact.ma/annonceur/pharmacie-du-caire-/0284100/casablanca.php; 65, rue Beni M'Guild ;33.5707, -7.60383;05 22 28 12 32 
1121;Pharmacie du Carrefour;https://www.telecontact.ma/annonceur/pharmacie-du-carrefour-/2142250/casablanca.php; 271, bd Ibn Tachfine ;33.5867402137477, -7.589958491184572;05 22 61 83 65 
1122;Pharmacie du Centre;https://www.telecontact.ma/annonceur/pharmacie-du-centre-/1563100/casablanca.php; 387, bd Mohammed V ;33.59350834654373, -7.600068424733496;05 22 40 52 59 
1123;Pharmacie du Complexe Sportif;https://www.telecontact.ma/annonceur/pharmacie-du-complexe-sportif-/1566800/casablanca.php; 63, rue Mamoun Mohamed -ex Platon ;33.579732055046605, -7.649530233528744;05 22 36 05 07 
1124;Pharmacie du Croissant;https://www.telecontact.ma/annonceur/pharmacie-du-croissant-/0285600/casablanca.php; 3, bd Sour Jdid ;33.6067, -7.62717;05 22 22 02 61 
1125;Pharmacie du Cèdre;https://www.telecontact.ma/annonceur/pharmacie-du-c-dre-/1455400/casablanca.php; rue Errazi ang. rue Rodin;33.581024796038896, -7.628224208526603;05 22 25 14 67 
1126;Pharmacie du Dispensaire;https://www.telecontact.ma/annonceur/pharmacie-du-dispensaire-/2107371/casablanca.php; 110, rue Bachir Belhoucine, Jamila 4;33.54623704224487, -7.566172226722756;05 22 38 40 50 
1127;Pharmacie du Gharb;https://www.telecontact.ma/annonceur/pharmacie-du-gharb-/0289800/casablanca.php; 13, rue des Aït Yafalmane ;33.5702, -7.60196;05 22 28 03 46 
1128;Pharmacie du Golf d'Anfa;https://www.telecontact.ma/annonceur/pharmacie-du-golf-d-anfa-/3035591/casablanca.php; 5 C, av. Habib Sinaceur -ex Assa et Nantes ;33.5913, -7.65677;05 22 39 74 58 
1129;Pharmacie du Grand Maghreb;https://www.telecontact.ma/annonceur/pharmacie-du-grand-maghreb-/2185037/casablanca.php; hay Moulay Rachid, grp. 2 rue 11 n°110;33.5670330491799, -7.545936381598722;05 22 70 95 60 
1130;Pharmacie du Jasmin;https://www.telecontact.ma/annonceur/pharmacie-du-jasmin-/2181948/casablanca.php; 61, avenue du Deux Mars ;33.57686617293115, -7.615433475796561;05 22 81 17 67 
1131;Pharmacie du Jura;https://www.telecontact.ma/annonceur/pharmacie-du-jura-/0291700/casablanca.php; 129 Bis, rue Oussama Ibn Zaid - ex Jura ;33.58384921967778, -7.6372177731076265;05 22 25 34 41 
1132;Pharmacie du Liban;https://www.telecontact.ma/annonceur/pharmacie-du-liban-/0292100/casablanca.php; 504, av du Six Novembre 1975 - ex B, cité Djemaâ;33.5521, -7.58182;05 22 37 11 27 
1133;Pharmacie du Louvre;https://www.telecontact.ma/annonceur/pharmacie-du-louvre-/0292600/casablanca.php; 36, bd du 9 Avril -ex Cl. Perrault ;33.5777, -7.63345;05 22 25 32 05 
1134;Pharmacie du Lycée Chawki;https://www.telecontact.ma/annonceur/pharmacie-du-lyc-e-chawki-/3034004/casablanca.php; 21, rue Ibn Bouraid ;33.5845, -7.62801;05 22 25 52 97 
1135;Pharmacie du Lys;https://www.telecontact.ma/annonceur/pharmacie-du-lys-/1422100/casablanca.php; 687, bd Oued Sebou ;33.55081581360978, -7.683357321011641;05 22 90 50 09 
1136;Pharmacie du Mall;https://www.telecontact.ma/annonceur/pharmacie-du-mall-/3300800/casablanca.php; c. com Morocco Mall bd de l'Océan Atlantique ;NO COORDINATES;05 22 79 66 81 
1137;Pharmacie du Marché;https://www.telecontact.ma/annonceur/pharmacie-du-march-/0884800/casablanca.php; 46, bd d' Afghanistan ;33.5723, -7.67448;05 22 90 30 83 
1138;Pharmacie du Marché de Gros;https://www.telecontact.ma/annonceur/pharmacie-du-march-de-gros-/1567700/casablanca.php; 676, avenue du Cdt Driss Lharti - ex A ;33.54886228478818, -7.571808684005899;05 22 57 67 47 
1139;Pharmacie du Maârif;https://www.telecontact.ma/annonceur/pharmacie-du-ma-rif-/0292700/casablanca.php; 382, bd Brahim Roudani ;33.58105218054003, -7.6341059894902665;05 22 25 01 28 
1140;Pharmacie du Mechouar;https://www.telecontact.ma/annonceur/pharmacie-du-mechouar-/2110274/casablanca.php; 93, rue de Libourne ;33.585835230, -7.604413560;05 22 30 49 90 
1141;Pharmacie du Minaret;https://www.telecontact.ma/annonceur/pharmacie-du-minaret-/1223600/casablanca.php; 139, rue Omar El Khayam, bloc Saâda 2;33.5938, -7.58429;05 22 60 14 39 
1142;Pharmacie du Métro;https://www.telecontact.ma/annonceur/pharmacie-du-m-tro-/2109988/casablanca.php; 38, avenue Wahda El Ifriquia -ex N, hay Afriquia;33.556841508233695, -7.59161012565095;05 22 29 10 13 
1143;Pharmacie du Nil;https://www.telecontact.ma/annonceur/pharmacie-du-nil-/1398900/casablanca.php; 451, bd Oued Oum Errabia ;33.556363368281396, -7.683165941721042;05 22 90 07 48 
1144;Pharmacie du Palais;https://www.telecontact.ma/annonceur/pharmacie-du-palais-/0295800/casablanca.php; 101, bd Victor Hugo ;33.57841822691139, -7.611627370889924;05 22 30 68 42 
1145;Pharmacie du Paradis;https://www.telecontact.ma/annonceur/pharmacie-du-paradis-/2110073/casablanca.php; dar Lamane, bloc L n°8;33.59314121788979, -7.55447787722473;05 22 60 80 71 
1146;Pharmacie du Peuple;https://www.telecontact.ma/annonceur/pharmacie-du-peuple-/0296500/casablanca.php; 251, rue Abou Ali Kali ;33.594750886529745, -7.563672685599079;05 22 62 30 56 
1147;Pharmacie du Polo;https://www.telecontact.ma/annonceur/pharmacie-du-polo-/2181667/casablanca.php; 56 Bis, avenue de Nador ;33.55486515094235, -7.610810306832826;05 22 50 11 77 
1148;Pharmacie du Progrès;https://www.telecontact.ma/annonceur/pharmacie-du-progr-s-/0297200/casablanca.php; 9, place du Seize Novembre ;33.59475291709219, -7.617086500082717;05 22 22 05 20 
1149;Pharmacie du Quartier;https://www.telecontact.ma/annonceur/pharmacie-du-quartier-/0297300/casablanca.php; avenue Souhaib Erroumi -ex H, bloc 50 n°48 Mansour 1;33.60617821669553, -7.506697274501213;05 22 73 22 58 
1150;Pharmacie du Quartier industriel;https://www.telecontact.ma/annonceur/pharmacie-du-quartier-industriel-/3053994/casablanca.php; quartier Lissasfa II (route d'El Jadida), bloc A n°508;33.53192927456962, -7.6697482890151605;05 22 65 15 75 
1151;Pharmacie du Soleil;https://www.telecontact.ma/annonceur/pharmacie-du-soleil-/0298800/casablanca.php; 43, rue Mohamed Diouri ;33.59026475616088, -7.604253963127081;05 22 30 11 09 
1152;Pharmacie du Tac;https://www.telecontact.ma/annonceur/pharmacie-du-tac-/2152242/casablanca.php; bd Bir Anzarane, marché derb Ghallef;33.576652591935996, -7.633283952331567;05 22 98 73 61 
1153;Pharmacie du Théâtre;https://www.telecontact.ma/annonceur/pharmacie-du-th-tre-/1567600/casablanca.php; 38, avenue Akid Allam, Salama 3;33.56338141301717, -7.554182304627593;05 22 37 01 22 
1154;Pharmacie du Voisinage;https://www.telecontact.ma/annonceur/pharmacie-du-voisinage-/3086078/casablanca.php; bd Ibn Sina - ex Avicenne ;NO COORDINATES;05 22 89 70 30 
1155;Pharmacie du Zoo;https://www.telecontact.ma/annonceur/pharmacie-du-zoo-/3335817/casablanca.php; ancienne route de Rabat, n°7;33.603900, -7.530141;05 22 66 02 92 
1156;Pharmacie du bloc;https://www.telecontact.ma/annonceur/pharmacie-du-bloc-/2148199/casablanca.php; cité Sidi Othmane, bloc 63 n°4;33.555876405573116, -7.569761701105563;05 22 57 29 36 
1157;Pharmacie du lycée;https://www.telecontact.ma/annonceur/pharmacie-du-lyc-e-/2181717/casablanca.php; 8, rue de la Réunion ;33.597121401433256, -7.63502174761554;05 22 29 47 67 
1158;Pharmacie du midi;https://www.telecontact.ma/annonceur/pharmacie-du-midi-/0293900/casablanca.php; 10, rue d' El Jadida (anc. médina) ;33.5988, -7.61931;05 22 22 06 66 
1159;Pharmacie du palmier;https://www.telecontact.ma/annonceur/pharmacie-du-palmier-/3034826/casablanca.php; 39, rue Ibn Tofaïl ;33.5826447873572, -7.6258362018177195;05 22 23 62 19 
1160;Pharmacie du parc;https://www.telecontact.ma/annonceur/pharmacie-du-parc-/0296100/casablanca.php; 123, avenue Hassan II ;33.58581771604663, -7.621852471107134;05 22 22 11 29 
1161;Pharmacie du port;https://www.telecontact.ma/annonceur/pharmacie-du-port-/0296900/casablanca.php; 357, bd Tahar El Alaoui ;33.5999, -7.62301;05 22 26 47 94 
1162;Pharmacie du rond-point;https://www.telecontact.ma/annonceur/pharmacie-du-rond-point-/2107370/casablanca.php; 210, bd Moulay Mohamed El Baamrani -ex M, Amal 3;33.6061683826818, -7.5187100923204655;05 22 73 15 16 
1163;Pharmacie et Parapharmacie Al Fatiha;https://www.telecontact.ma/annonceur/pharmacie-et-parapharmacie-al-fatiha-/3167549/casablanca.php; 3, rue Senhaja, khalil II;33.59463766970588, -7.575607339703257;05 22 63 07 23 
1164;Pharmacie hay Amal 4;https://www.telecontact.ma/annonceur/pharmacie-hay-amal-4-/2185785/casablanca.php; hay Amal IV rue 62, n°86;33.60269786337499, -7.51163464831999;05 22 75 30 10 
1165;Pharmacie hay ElHana;https://www.telecontact.ma/annonceur/pharmacie-hay-elhana-/2191049/casablanca.php; rue Bab Mansour, Marché ElHana n°7;33.5769, -7.66888;05 22 94 67 49 
1166;Pharmacie hay Essaada;https://www.telecontact.ma/annonceur/pharmacie-hay-essaada-/2206909/casablanca.php; 262, hay Essaâda , Ouled Haddou Sidi Maârouf;33.505654565986056, -7.6524143723830775;05 22 97 22 70 
1167;Pharmacie hay Makam;https://www.telecontact.ma/annonceur/pharmacie-hay-makam-/3018329/casablanca.php; quartier Aïn Borja, hay makam n°117.;33.58063371633868, -7.586595988055478;05 22 63 87 87 
1168;Pharmacie hay Raja;https://www.telecontact.ma/annonceur/pharmacie-hay-raja-/2163473/casablanca.php; 125 Bis, avenue des Pléiades, hay Raja;33.5664, -7.61904;05 22 86 05 25 
1169;Pharmacie hyper;https://www.telecontact.ma/annonceur/pharmacie-hyper-/2182399/casablanca.php; bd Bir Anzarane ang. Ali Abderrazak, résid. Farah 5;33.5795, -7.63613;05 22 94 45 30 
1170;Pharmacie kissariat Hay Mohammadi;https://www.telecontact.ma/annonceur/pharmacie-kissariat-hay-mohammadi-/3208777/casablanca.php; avenue C, imm. 5 n°4;33.5637, -7.67348;05 22 63 86 21 
1171;Pharmacie km 9;https://www.telecontact.ma/annonceur/pharmacie-km-9-/2160444/casablanca.php; 146, rue Jabal Habri, bloc C;33.5699, -7.64268;05 22 65 00 11 
1172;Pharmacie l'Epoque;https://www.telecontact.ma/annonceur/pharmacie-l-epoque-/3306805/casablanca.php; lot. Anassi, résid. Ennahda Fb1 mag. n°7;33.59082146247981, -7.5038748582580865;05 22 74 39 48 
1173;Pharmacie l'Ermitage;https://www.telecontact.ma/annonceur/pharmacie-l-ermitage-/2110190/casablanca.php; 48, av. de l' Ermitage ;33.5656, -7.62068;05 22 86 19 24 
1174;Pharmacie l'Esplanade;https://www.telecontact.ma/annonceur/pharmacie-l-esplanade-/3341543/casablanca.php; bd des Almohades, centre commercial Marina Shopping 1°et. boutique C2-145;NO COORDINATES;05 22 45 36 36 
1175;Pharmacie l'Eucalyptus;https://www.telecontact.ma/annonceur/pharmacie-l-eucalyptus-/2204398/casablanca.php; 140, bd E, Massira III;33.5593, -7.53949;05 22 71 46 71 
1176;Pharmacie l'Horizon;https://www.telecontact.ma/annonceur/pharmacie-l-horizon-/2110254/casablanca.php; hay Saada ang. rue 3-5, Lot. 29;33.615276818494415, -7.497041650293795;05 22 75 98 38 
1177;Pharmacie l'Olivier;https://www.telecontact.ma/annonceur/pharmacie-l-olivier-/2110238/casablanca.php; hay Tarik, rue 61 n°62;33.6110551381944, -7.514506168687448;05 22 73 16 06 
1178;Pharmacie l'Orchidée;https://www.telecontact.ma/annonceur/pharmacie-l-orchid-e-/2175512/casablanca.php; bd Ghandi ang. bd. Abdelkrim Khattabi;33.58207198806953, -7.661102853150719;05 22 36 66 22 
1179;Pharmacie l'entente;https://www.telecontact.ma/annonceur/pharmacie-l-entente-/1566900/casablanca.php; 147, bd Ahmed Ben Bassou -ex K (Sidi Bernoussi), Amal 2;33.60553013822684, -7.514436986231574;05 22 73 11 13 
